   346    0.25505E+04    0.17154E+02    0.35390E-01    0.92887E+02
   347    0.25245E+04    0.17308E+02    0.35505E-01    0.91585E+02
   348    0.24988E+04    0.17460E+02    0.35620E-01    0.90253E+02
   349    0.24734E+04    0.17611E+02    0.35734E-01    0.88893E+02
   350    0.24484E+04    0.17759E+02    0.35848E-01    0.87510E+02
   351    0.24239E+04    0.17905E+02    0.35962E-01    0.86098E+02
   352    0.23996E+04    0.18050E+02    0.36076E-01    0.84658E+02
   353    0.23757E+04    0.18191E+02    0.36189E-01    0.83202E+02
   354    0.23521E+04    0.18330E+02    0.36302E-01    0.81710E+02
   355    0.23289E+04    0.18466E+02    0.36415E-01    0.80197E+02
   356    0.23061E+04    0.18601E+02    0.36528E-01    0.78668E+02
   357    0.22837E+04    0.18732E+02    0.36641E-01    0.77111E+02
   358    0.22617E+04    0.18860E+02    0.36754E-01    0.75539E+02
   359    0.22400E+04    0.18986E+02    0.36866E-01    0.73938E+02
   360    0.22188E+04    0.19109E+02    0.36979E-01    0.72319E+02
   361    0.21979E+04    0.19230E+02    0.37091E-01    0.70677E+02
   362    0.21775E+04    0.19347E+02    0.37204E-01    0.69016E+02
   363    0.21575E+04    0.19462E+02    0.37316E-01    0.67337E+02
   364    0.21378E+04    0.19573E+02    0.37429E-01    0.65637E+02
   365    0.21186E+04    0.19682E+02    0.37541E-01    0.63922E+02
   366    0.20998E+04    0.19787E+02    0.37654E-01    0.62189E+02
   367    0.20814E+04    0.19889E+02    0.37766E-01    0.60441E+02
   368    0.20634E+04    0.19988E+02    0.37879E-01    0.58677E+02
   369    0.20459E+04    0.20084E+02    0.37992E-01    0.56897E+02
   370    0.20288E+04    0.20176E+02    0.38105E-01    0.55106E+02
   371    0.20121E+04    0.20265E+02    0.38218E-01    0.53300E+02
   372    0.19958E+04    0.20351E+02    0.38332E-01    0.51482E+02
   373    0.19799E+04    0.20433E+02    0.38445E-01    0.49651E+02
   374    0.19645E+04    0.20512E+02    0.38559E-01    0.47811E+02
   375    0.19495E+04    0.20587E+02    0.38673E-01    0.45960E+02
   376    0.19350E+04    0.20660E+02    0.38787E-01    0.44099E+02
   377    0.19209E+04    0.20728E+02    0.38902E-01    0.42231E+02
   378    0.19072E+04    0.20793E+02    0.39017E-01    0.40353E+02
   379    0.18939E+04    0.20854E+02    0.39132E-01    0.38470E+02
   380    0.18811E+04    0.20913E+02    0.39248E-01    0.36578E+02
   381    0.18687E+04    0.20965E+02    0.39364E-01    0.34682E+02
   382    0.18567E+04    0.21015E+02    0.39480E-01    0.32782E+02
   383    0.18452E+04    0.21061E+02    0.39597E-01    0.30876E+02
   384    0.18342E+04    0.21103E+02    0.39715E-01    0.28969E+02
   385    0.18235E+04    0.21143E+02    0.39832E-01    0.27058E+02
   386    0.18133E+04    0.21178E+02    0.39951E-01    0.25145E+02
   387    0.18035E+04    0.21208E+02    0.40069E-01    0.23232E+02
   388    0.17942E+04    0.21236E+02    0.40189E-01    0.21319E+02
   389    0.17852E+04    0.21257E+02    0.40309E-01    0.19406E+02
   390    0.17767E+04    0.21277E+02    0.40429E-01    0.17496E+02
   391    0.17687E+04    0.21293E+02    0.40550E-01    0.15586E+02
   392    0.17610E+04    0.21306E+02    0.40672E-01    0.13681E+02
   393    0.17538E+04    0.21314E+02    0.40794E-01    0.11779E+02
   394    0.17470E+04    0.21318E+02    0.40917E-01    0.98822E+01
   395    0.17406E+04    0.21318E+02    0.41040E-01    0.79895E+01
   396    0.17347E+04    0.21315E+02    0.41164E-01    0.61042E+01
